Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
10,0,0,22,1,13.8,466,101,0,0,3.5,10.8,2021-11-07T14:00:00Z,90,18,0,0,0,0,11,0,29195,0,1,10.0,6,8101,9705,1604,43,True,0,4,2,,,,,
11,0,0,10,0,11.8,466,114,4,0,3.7,23.2,2021-11-20T17:30:00Z,90,11,0,0,0,0,12,0,32087,0,4,2.0,0,2593,5261,2668,43,False,0,4,5,,,,,
12,1,2,30,1,18.3,466,121,0,0,6.8,12.4,2021-11-27T12:30:00Z,90,14,0,0,0,0,13,0,32853,0,2,37.0,11,519,3823,3304,43,True,0,4,2,,,,,
13,0,0,17,0,22.8,466,134,3,0,4.9,18.4,2021-12-02T20:15:00Z,90,13,0,0,0,0,14,0,54872,2,3,8.0,1,20844,22528,1684,43,False,0,4,4,,,,,
14,0,0,6,0,0.8,466,142,2,0,0.4,3.6,2021-12-06T20:00:00Z,25,8,0,0,0,0,15,0,74287,1,2,0.0,0,18592,21371,2779,43,False,0,4,2,,,,,
15,0,0,0,0,0.0,466,151,0,0,0.0,0.0,2021-12-11T15:00:00Z,0,16,0,0,0,0,16,0,83208,0,3,0.0,0,8165,16764,8599,43,True,0,4,2,,,,,
16,0,0,3,0,1.1,466,161,0,0,0.2,0.6,2021-12-15T20:00:00Z,2,19,0,0,0,0,17,0,65475,0,2,0.0,1,-16518,2235,18753,43,True,0,4,3,,,,,
17,0,0,2,0,0.1,466,173,0,0,0.0,0.2,2021-12-18T17:30:00Z,5,10,0,0,0,0,18,0,59147,4,1,0.0,1,-6405,2829,9234,43,False,0,4,2,,,,,
18,0,0,0,0,0.0,466,187,0,0,0.0,0.0,2021-12-26T15:00:00Z,0,15,0,0,0,0,19,0,52539,5,0,0.0,0,-6406,2640,9046,43,False,0,4,2,,,,,
19,0,0,0,0,0.0,466,201,0,0,0.0,0.0,2022-01-01T12:30:00Z,0,12,0,0,0,0,21,0,44626,2,1,0.0,0,-3810,1122,4932,43,True,0,4,5,,,,,
20,0,0,0,0,0.0,466,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,5,0,0,0,0,23,0,38934,0,0,0.0,0,-2233,614,2847,43,True,0,4,2,,,,,
21,0,0,0,0,0.0,466,236,0,0,0.0,0.0,2022-02-10T19:45:00Z,0,20,0,0,0,0,24,0,37023,1,0,0.0,0,-2072,384,2456,43,False,0,4,3,,,,,
22,0,0,0,0,0.0,466,251,0,0,0.0,0.0,2022-02-19T15:00:00Z,0,3,0,0,0,0,26,0,33340,1,2,0.0,0,-1714,405,2119,43,True,0,4,2,,,,,
23,0,0,4,0,10.2,466,191,0,0,1.4,3.4,2022-02-24T19:45:00Z,1,20,0,0,0,0,26,0,33340,1,2,0.0,1,-1714,405,2119,43,True,0,4,3,,,,,
24,0,0,0,0,0.0,466,279,0,0,0.0,0.0,2022-03-06T14:00:00Z,0,18,0,0,0,0,28,0,31497,3,2,0.0,0,-839,208,1047,43,False,0,4,2,,,,,
25,0,0,0,0,0.0,466,281,0,0,0.0,0.0,2022-03-13T16:30:00Z,0,9,0,0,0,0,29,0,30917,0,2,0.0,0,-718,399,1117,43,True,0,4,2,,,,,
26,0,0,0,0,0.0,466,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,11,0,0,0,0,29,0,30917,2,0,0.0,0,-718,399,1117,43,True,0,4,4,,,,,
27,0,0,0,0,0.0,466,291,0,0,0.0,0.0,2022-03-19T12:30:00Z,0,2,0,0,0,0,30,0,30283,1,0,0.0,0,-522,178,700,43,False,0,4,2,,,,,
28,0,0,6,0,0.7,466,304,2,0,0.7,3.8,2022-04-04T19:00:00Z,45,7,0,0,0,0,31,0,30039,0,3,2.0,0,-531,133,664,43,False,0,4,2,,,,,
29,0,0,0,0,0.0,466,311,0,0,0.0,0.0,2022-04-09T14:00:00Z,0,4,0,0,0,0,32,0,37319,2,1,0.0,0,7053,7678,625,43,True,0,4,2,,,,,
30,0,0,16,0,19.9,466,326,1,0,5.6,15.2,2022-04-16T14:00:00Z,69,16,0,0,0,0,33,0,36239,0,1,21.0,2,-918,1733,2651,43,False,0,4,3,,,,,
31,0,0,3,0,12.6,466,243,2,0,2.4,2.4,2022-04-20T18:45:00Z,90,6,0,0,0,0,33,0,36239,4,2,9.0,1,-918,1733,2651,43,False,0,4,4,,,,,
32,0,0,14,0,12.3,466,331,1,1,9.7,37.4,2022-04-23T11:30:00Z,90,13,0,0,0,0,34,0,38017,1,3,47.0,7,1611,3363,1752,43,True,1,4,3,,,,,
33,0,0,13,0,2.7,466,349,1,0,1.4,11.4,2022-05-01T15:30:00Z,90,19,0,0,0,0,35,0,56073,2,1,0.0,2,17469,20389,2920,43,False,0,4,3,,,,,
34,0,0,0,0,0.0,466,351,0,0,0.0,0.0,2022-05-08T13:00:00Z,0,10,0,0,0,0,36,0,107406,1,2,0.0,0,43913,46612,2699,43,True,0,4,2,,,,,
35,0,0,1,0,11.1,466,218,0,0,1.5,2.2,2022-05-12T18:45:00Z,14,17,0,0,0,0,36,0,107406,0,3,2.0,1,43913,46612,2699,43,False,0,4,4,,,,,
36,0,0,9,0,4.8,466,365,1,0,1.3,8.0,2022-05-16T19:00:00Z,61,14,0,0,0,0,37,0,77263,0,2,0.0,2,-9824,1161,10985,43,False,0,4,3,,,,,
37,0,0,5,0,0.0,466,371,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,8,0,0,0,0,38,0,86970,1,5,0.0,2,-2001,4535,6536,43,True,0,4,2,,,,,
0,0,0,0,0,0.0,17,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,7,0,0,0,0,1,0,2728,2,0,0.0,0,0,0,0,45,False,0,4,2,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0.0,17,11,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,10,0,0,0,0,2,0,1740,2,4,0.0,0,-943,0,943,45,True,0,4,3,0.0,0.0,0.0,0.0,0.0
2,0,0,0,0,0.0,17,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,3,0,0,0,0,3,0,1375,3,0,0.0,0,-405,0,405,45,False,0,4,2,0.0,0.0,0.0,0.0,0.0
3,0,0,0,0,0.0,17,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,9,0,0,0,0,4,0,1209,1,2,0.0,0,-181,0,181,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
4,0,0,0,0,0.0,17,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,2,0,0,0,0,5,0,1100,1,2,0.0,0,-107,0,107,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
5,0,0,0,0,0.0,17,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,14,0,0,0,0,6,0,1013,1,3,0.0,0,-90,0,90,45,False,0,4,4,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0,0.0,17,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,4,0,0,0,0,8,0,951,3,0,0.0,0,-15,0,15,45,False,0,4,3,0.0,0.0,0.0,0.0,0.0
7,0,0,0,0,0.0,17,81,0,0,0.0,0.0,2022-10-01T11:30:00Z,0,18,0,0,0,0,9,0,919,1,3,0.0,0,-35,0,35,45,True,0,4,3,0.0,0.0,0.0,0.0,0.0
8,0,0,0,0,0.0,17,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,12,0,0,0,0,10,0,891,2,3,0.0,0,-29,0,29,45,True,0,4,4,0.0,0.0,0.0,0.0,0.0
9,0,0,0,0,0.0,17,104,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,11,0,0,0,0,11,0,873,1,0,0.0,0,-16,0,16,45,False,0,4,2,0.0,0.0,0.0,0.0,0.0
10,0,0,0,0,0.0,17,127,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,17,0,0,0,0,13,0,857,1,1,0.0,0,-7,0,7,45,False,0,4,2,0.0,0.0,0.0,0.0,0.0
11,0,0,0,0,0.0,17,131,0,0,0.0,0.0,2022-10-30T14:00:00Z,0,16,0,0,0,0,14,0,842,0,5,0.0,0,-14,0,14,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
12,0,0,0,0,0.0,17,142,0,0,0.0,0.0,2022-11-06T12:00:00Z,0,6,0,0,0,0,15,0,828,1,0,0.0,0,-15,0,15,45,False,0,4,4,0.0,0.0,0.0,0.0,0.0
13,0,0,0,0,0.0,17,160,0,0,0.0,0.0,2022-11-12T19:45:00Z,0,20,0,0,0,0,16,0,816,2,0,0.0,0,-11,0,11,45,False,0,4,2,0.0,0.0,0.0,0.0,0.0
14,0,0,0,0,0.0,17,161,0,0,0.0,0.0,2022-12-26T20:00:00Z,0,19,0,0,0,0,17,0,807,1,3,0.0,0,-10,0,10,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
15,0,0,0,0,0.0,17,172,0,0,0.0,0.0,2022-12-31T17:30:00Z,0,5,0,0,0,0,18,0,803,4,2,0.0,0,-4,0,4,45,False,0,4,3,0.0,0.0,0.0,0.0,0.0
16,0,0,0,0,0.0,17,181,0,0,0.0,0.0,2023-01-03T19:45:00Z,0,15,0,0,0,0,19,0,799,0,0,0.0,0,-4,0,4,45,True,0,4,3,0.0,0.0,0.0,0.0,0.0
17,0,0,0,0,0.0,17,199,0,0,0.0,0.0,2023-01-15T16:30:00Z,0,18,0,0,0,0,20,0,791,2,0,0.0,0,-7,0,7,45,False,0,4,4,0.0,0.0,0.0,0.0,0.0
18,0,0,0,0,0.0,17,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,14,0,0,0,0,21,0,790,2,3,0.0,0,-2,0,2,45,True,0,4,3,0.0,0.0,0.0,0.0,0.0
19,0,0,0,0,0.0,17,215,0,0,0.0,0.0,2023-02-04T12:30:00Z,0,8,0,0,0,0,22,0,781,0,1,0.0,0,-8,0,8,45,False,0,4,2,0.0,0.0,0.0,0.0,0.0
20,0,0,0,0,0.0,17,221,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,4,0,0,0,0,23,0,781,1,1,0.0,0,-1,0,1,45,True,0,4,3,0.0,0.0,0.0,0.0,0.0
21,0,0,0,0,0.0,17,111,0,0,0.0,0.0,2023-02-15T19:30:00Z,0,13,0,0,0,0,23,0,781,3,1,0.0,0,-1,0,1,45,True,0,4,5,0.0,0.0,0.0,0.0,0.0
22,0,0,0,0,0.0,17,231,0,0,0.0,0.0,2023-02-18T12:30:00Z,0,2,0,0,0,0,24,0,779,4,2,0.0,0,-2,0,2,45,False,0,4,2,0.0,0.0,0.0,0.0,0.0
23,0,0,0,0,0.0,17,246,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,10,0,0,0,0,25,0,777,1,0,0.0,0,-2,0,2,45,False,0,4,3,0.0,0.0,0.0,0.0,0.0
24,0,0,0,0,0.0,17,61,0,0,0.0,0.0,2023-03-01T19:45:00Z,0,8,0,0,0,0,25,0,777,0,4,0.0,0,-2,0,2,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
25,0,0,0,0,0.0,17,251,0,0,0.0,0.0,2023-03-04T15:00:00Z,0,3,0,0,0,0,26,0,773,2,3,0.0,0,-4,0,4,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
26,0,0,0,0,0.0,17,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,9,0,0,0,0,27,0,772,3,0,0.0,0,-1,0,1,45,False,0,4,2,0.0,0.0,0.0,0.0,0.0
27,0,0,0,0,0.0,17,271,0,0,0.0,0.0,2023-03-19T14:00:00Z,0,7,0,0,0,0,28,0,772,1,4,0.0,0,0,0,0,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
28,0,0,0,0,0.0,17,281,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,11,0,0,0,0,29,0,770,1,4,0.0,0,-2,0,2,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
29,0,0,0,0,0.0,17,296,0,0,0.0,0.0,2023-04-09T15:30:00Z,0,12,0,0,0,0,30,0,770,2,2,0.0,0,0,0,0,45,False,0,4,4,0.0,0.0,0.0,0.0,0.0
30,0,0,0,0,0.0,17,309,0,0,0.0,0.0,2023-04-16T13:00:00Z,0,19,0,0,0,0,31,0,768,2,2,0.0,0,-2,0,2,45,False,0,4,3,0.0,0.0,0.0,0.0,0.0
31,0,0,0,0,0.0,17,311,0,0,0.0,0.0,2023-04-21T19:00:00Z,0,17,0,0,0,0,32,0,766,3,3,0.0,0,-2,0,2,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
32,0,0,0,0,0.0,17,329,0,0,0.0,0.0,2023-04-26T19:00:00Z,0,13,0,0,0,0,33,0,766,1,4,0.0,0,0,0,0,45,False,0,4,5,0.0,0.0,0.0,0.0,0.0
33,0,0,0,0,0.0,17,331,0,0,0.0,0.0,2023-05-02T19:00:00Z,0,6,0,0,0,0,34,0,765,1,3,0.0,0,-1,0,1,45,True,0,4,3,0.0,0.0,0.0,0.0,0.0
34,0,0,0,0,0.0,17,346,0,0,0.0,0.0,2023-05-07T15:30:00Z,0,15,0,0,0,0,35,0,765,2,0,0.0,0,0,0,0,45,False,0,4,4,0.0,0.0,0.0,0.0,0.0
35,0,0,0,0,0.0,17,351,0,0,0.0,0.0,2023-05-14T15:30:00Z,0,5,0,0,0,0,36,0,764,3,0,0.0,0,-1,0,1,45,True,0,4,3,0.0,0.0,0.0,0.0,0.0
36,0,0,0,0,0.0,17,367,0,0,0.0,0.0,2023-05-20T16:30:00Z,0,16,0,0,0,0,37,0,764,0,1,0.0,0,0,0,0,45,False,0,4,2,0.0,0.0,0.0,0.0,0.0
37,0,0,0,0,0.0,17,371,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,20,0,0,0,0,38,0,764,0,5,0.0,0,0,0,0,45,True,0,4,2,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0.0,23,2,0,0,0.0,0.0,2023-08-12T12:00:00Z,0,16,0,0,0,0,1,0,22301,1,2,0.0,0,0,0,0,40,True,0,4,2,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0.0,23,12,0,0,0.0,0.0,2023-08-21T19:00:00Z,0,8,0,0,0,0,2,0,26211,1,0,0.0,0,-1878,1698,3576,40,False,0,4,2,0.0,0.0,0.0,0.0,0.0
2,0,0,0,0,0.0,23,21,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,10,0,0,0,0,3,0,26474,2,2,0.0,0,-1462,1552,3014,40,True,0,4,2,0.0,0.0,0.0,0.0,0.0
3,0,0,4,0,0.1,23,35,0,0,0.7,7.2,2023-09-02T14:00:00Z,18,7,0,0,0,0,4,0,28485,1,0,0.0,0,771,3414,2643,40,False,1,2,3,0.0,0.0,0.0,0.59,0.0
4,0,0,4,0,1.8,23,47,0,0,0.4,2.0,2023-09-18T18:45:00Z,37,6,0,0,0,0,5,0,36807,1,1,0.0,1,6265,9393,3128,40,True,0,2,2,0.02,0.02,0.0,0.37,0.0
5,0,0,0,0,5.3,23,59,2,0,0.7,0.0,2023-09-23T14:00:00Z,38,13,0,0,0,0,6,0,37380,0,2,2.0,-1,565,2350,1785,40,False,1,2,5,0.01,0.01,0.0,0.72,1.0
6,0,0,0,0,0.0,23,67,0,0,0.0,0.0,2023-10-01T13:00:00Z,0,4,0,0,0,0,7,0,33326,1,1,0.0,0,-3788,567,4355,40,True,0,2,3,0.0,0.0,0.0,0.0,0.0
7,0,0,0,0,0.0,23,74,0,0,0.0,0.0,2023-10-07T16:30:00Z,0,8,0,0,0,0,8,0,31315,0,0,0.0,0,-2128,436,2564,40,False,0,2,2,0.0,0.0,0.0,0.0,0.0
8,0,0,0,0,0.0,23,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,12,0,0,0,0,9,0,29603,2,2,0.0,0,-1847,187,2034,40,True,0,2,2,0.0,0.0,0.0,0.0,0.0
9,0,0,0,0,0.0,23,97,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,11,0,0,0,0,10,0,28316,0,3,0.0,0,-1317,169,1486,40,False,0,2,5,0.0,0.0,0.0,0.0,0.0
10,0,0,0,0,0.0,23,108,0,0,0.0,0.0,2023-11-05T14:00:00Z,0,2,0,0,0,0,11,0,28352,0,2,0.0,0,-167,665,832,40,True,0,2,3,0.0,0.0,0.0,0.0,0.0
11,0,0,0,0,0.0,23,119,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,19,0,0,0,0,12,0,28469,2,3,0.0,0,-37,696,733,40,False,0,2,3,0.0,0.0,0.0,0.0,0.0
12,0,0,0,0,0.0,23,128,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,5,0,0,0,0,13,0,28701,3,2,0.0,0,32,800,768,40,True,0,2,3,0.0,0.0,0.0,0.0,0.0
13,0,0,0,0,0.0,23,139,0,0,0.0,0.0,2023-12-02T17:30:00Z,0,9,0,0,0,0,14,0,28865,1,0,0.0,0,25,646,621,40,True,0,2,2,0.0,0.0,0.0,0.0,0.0
14,0,0,0,0,0.0,23,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,10,0,0,0,0,15,0,28866,0,5,0.0,0,-83,450,533,40,False,0,2,2,0.0,0.0,0.0,0.0,0.0
15,0,0,0,0,0.0,23,160,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,20,0,0,0,0,16,0,28729,1,1,0.0,0,-274,325,599,40,False,0,2,2,0.0,0.0,0.0,0.0,0.0
16,0,0,0,0,0.0,23,169,0,0,0.0,0.0,2023-12-15T20:00:00Z,0,18,0,0,0,0,17,0,28393,2,0,0.0,0,-461,367,828,40,True,0,2,3,0.0,0.0,0.0,0.0,0.0
17,0,0,0,0,0.0,23,177,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,3,0,0,0,0,18,0,27945,3,2,0.0,0,-533,188,721,40,True,0,2,2,0.0,0.0,0.0,0.0,0.0
18,0,0,0,0,0.0,23,189,0,0,0.0,0.0,2023-12-26T12:30:00Z,0,15,0,0,0,0,19,0,27894,3,1,0.0,0,-223,190,413,40,False,0,2,4,0.0,0.0,0.0,0.0,0.0
19,0,0,0,0,0.0,23,197,0,0,0.0,0.0,2023-12-30T17:30:00Z,0,14,0,0,0,0,20,0,27590,1,2,0.0,0,-398,201,599,40,True,0,2,3,0.0,0.0,0.0,0.0,0.0
20,0,0,12,0,6.3,23,203,3,0,2.8,13.2,2024-01-20T17:30:00Z,90,4,0,0,0,0,21,0,26694,2,3,8.0,1,-1067,357,1424,40,False,0,2,3,0.04,0.07,0.03,1.29,1.0
21,0,0,0,0,0.0,23,215,0,0,0.0,0.0,2024-01-30T19:30:00Z,0,1,0,0,0,0,22,0,25863,2,1,0.0,0,-925,110,1035,40,True,0,2,4,0.0,0.0,0.0,0.0,0.0
22,0,0,10,0,3.3,23,222,1,0,1.9,8.8,2024-02-04T14:00:00Z,90,3,0,0,0,0,23,0,25871,1,1,7.0,2,-88,175,263,40,False,0,2,2,0.04,0.05,0.01,0.96,1.0
