Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,0,0,0,0.0,242,3,0,0,0.0,0.0,2020-09-12T16:30:00Z,0,10,0,0,0,0,1,0,3680,3,4,0.0,0,0,0,0,50,True,0,3,3,,,,,
1,0,0,0,0,0.0,242,11,0,0,0.0,0.0,2020-09-20T15:30:00Z,0,5,0,0,0,0,2,0,3113,2,0,0.0,0,-842,74,916,50,False,0,4,4,,,,,
2,0,0,0,0,0.0,242,23,0,0,0.0,0.0,2020-09-28T19:00:00Z,0,1,0,0,0,0,3,0,3224,1,3,0.0,0,-322,235,557,49,True,0,3,3,,,,,
3,0,0,0,0,0.0,242,30,0,0,0.0,0.0,2020-10-04T18:15:00Z,0,2,0,0,0,0,4,0,3000,2,7,0.0,0,-424,119,543,49,False,0,4,3,,,,,
4,0,0,0,0,0.0,242,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,7,0,0,0,0,5,0,2662,2,2,0.0,0,-388,34,422,49,False,0,4,3,,,,,
5,0,0,0,0,0.0,242,54,0,0,0.0,0.0,2020-10-24T19:00:00Z,0,15,0,0,0,0,6,0,2550,1,2,0.0,0,-143,20,163,49,True,0,3,2,,,,,
6,0,0,0,0,0.0,242,63,0,0,0.0,0.0,2020-10-31T17:30:00Z,0,19,0,0,0,0,7,0,2384,1,2,0.0,0,-176,14,190,49,True,0,3,4,,,,,
7,0,0,0,0,0.0,242,75,0,0,0.0,0.0,2020-11-08T16:30:00Z,0,12,0,0,0,0,8,0,2354,1,1,0.0,0,-78,33,111,49,False,0,4,5,,,,,
8,0,0,0,0,0.0,242,83,0,0,0.0,0.0,2020-11-22T19:15:00Z,0,9,0,0,0,0,9,0,3077,0,3,0.0,0,421,572,151,49,True,0,3,4,,,,,
9,0,0,0,0,0.0,242,90,0,0,0.0,0.0,2020-11-28T12:30:00Z,0,3,0,0,0,0,10,0,3070,1,1,0.0,0,-34,232,266,49,False,0,4,3,,,,,
10,0,0,0,0,0.0,242,103,0,0,0.0,0.0,2020-12-06T19:15:00Z,0,20,0,0,0,0,11,0,3138,0,4,0.0,0,-62,172,234,49,True,0,3,2,,,,,
11,0,0,0,0,0.0,242,112,0,0,0.0,0.0,2020-12-13T16:30:00Z,0,8,0,0,0,0,12,0,3080,1,1,0.0,0,-125,87,212,49,False,0,4,2,,,,,
12,0,0,0,0,0.0,242,127,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,17,0,0,0,0,13,0,2924,1,2,0.0,0,-173,18,191,49,True,0,3,3,,,,,
13,0,0,0,0,0.0,242,132,0,0,0.0,0.0,2020-12-19T12:30:00Z,0,6,0,0,0,0,14,0,2822,7,0,0.0,0,-103,21,124,49,False,0,4,3,,,,,
14,0,0,0,0,0.0,242,144,0,0,0.0,0.0,2020-12-27T16:30:00Z,0,18,0,0,0,0,15,0,2712,1,1,0.0,0,-110,22,132,49,True,0,3,2,,,,,
15,0,0,0,0,0.0,242,155,0,0,0.0,0.0,2020-12-30T20:00:00Z,0,14,0,0,0,0,16,0,2677,0,0,0.0,0,-45,6,51,49,False,0,4,2,,,,,
16,0,0,0,0,0.0,242,166,0,0,0.0,0.0,2021-01-04T20:00:00Z,0,16,0,0,0,0,17,0,2635,0,1,0.0,0,-44,15,59,49,False,0,4,2,,,,,
17,0,0,0,0,0.0,242,184,0,0,0.0,0.0,2021-01-17T16:30:00Z,0,13,0,0,0,0,19,0,2578,0,0,0.0,0,-20,15,35,49,True,0,3,4,,,,,
18,0,0,0,0,0.0,242,177,0,0,0.0,0.0,2021-01-21T20:00:00Z,0,4,0,0,0,0,19,0,2578,1,0,0.0,0,-20,15,35,49,True,0,3,2,,,,,
19,0,0,0,0,0.0,242,198,0,0,0.0,0.0,2021-01-28T20:00:00Z,0,17,0,0,0,0,20,0,2563,3,1,0.0,0,-22,31,53,49,False,0,4,4,,,,,
20,0,0,0,0,0.0,242,208,0,0,0.0,0.0,2021-01-31T16:30:00Z,0,19,0,0,0,0,21,0,2564,3,1,0.0,0,-5,18,23,49,False,0,4,4,,,,,
21,0,0,0,0,0.0,242,216,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,3,0,0,0,0,22,0,2624,1,0,0.0,0,29,65,36,49,True,0,3,3,,,,,
22,0,0,2,0,0.1,242,223,0,0,0.0,0.0,2021-02-07T16:30:00Z,5,12,0,0,0,0,23,0,2687,4,1,0.0,1,-4,52,56,49,True,0,3,4,,,,,
23,0,0,0,0,0.0,242,234,0,0,0.0,0.0,2021-02-13T12:30:00Z,0,9,0,0,0,0,24,0,2818,1,3,0.0,0,28,95,67,49,False,0,4,4,,,,,
24,0,0,0,0,0.0,242,244,0,0,0.0,0.0,2021-02-20T17:30:00Z,0,7,0,0,0,0,25,0,2886,2,0,0.0,0,-22,57,79,49,True,0,3,4,,,,,
25,0,0,0,0,0.0,242,256,0,0,0.0,0.0,2021-02-28T19:15:00Z,0,15,0,0,0,0,26,0,2951,2,0,0.0,0,-4,74,78,49,False,0,4,2,,,,,
26,0,0,0,0,0.0,242,283,0,0,0.0,0.0,2021-03-04T20:15:00Z,0,5,0,0,0,0,26,0,2951,1,0,0.0,0,-4,74,78,49,True,0,3,4,,,,,
27,0,0,0,0,0.0,242,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,8,0,0,0,0,27,0,2988,1,0,0.0,0,-27,39,66,49,True,0,3,2,,,,,
28,0,0,0,0,0.0,242,278,0,0,0.0,0.0,2021-03-15T20:00:00Z,0,20,0,0,0,0,28,0,3033,1,0,0.0,0,-4,41,45,49,False,0,4,3,,,,,
29,0,0,0,0,0.0,242,289,0,0,0.0,0.0,2021-04-03T19:00:00Z,0,1,0,0,0,0,30,0,3105,3,0,0.0,0,-12,25,37,49,False,0,4,4,,,,,
30,0,0,0,0,0.0,242,303,0,0,0.0,0.0,2021-04-10T14:00:00Z,0,2,0,0,0,0,31,0,3147,1,2,0.0,0,1,44,43,49,True,0,3,2,,,,,
31,0,0,0,0,0.0,242,313,0,0,0.0,0.0,2021-04-19T19:00:00Z,0,10,0,0,0,0,32,0,3171,1,1,0.0,0,-11,20,31,49,False,0,4,3,,,,,
32,0,0,0,0,0.0,242,324,0,0,0.0,0.0,2021-04-24T11:30:00Z,0,14,0,0,0,0,33,0,3201,1,1,0.0,0,-5,29,34,49,True,0,3,2,,,,,
33,0,0,0,0,0.0,242,344,0,0,0.0,0.0,2021-05-08T19:15:00Z,0,16,0,0,0,0,35,0,3254,0,2,0.0,0,4,31,27,49,True,0,3,2,,,,,
34,0,0,0,0,0.0,242,334,0,0,0.0,0.0,2021-05-13T19:15:00Z,0,13,0,0,0,0,35,0,3254,4,2,0.0,0,4,31,27,49,False,0,4,4,,,,,
35,0,0,0,0,0.0,242,353,0,0,0.0,0.0,2021-05-16T15:30:00Z,0,18,0,0,0,0,36,0,3298,2,1,0.0,0,16,43,27,49,False,0,4,2,,,,,
36,0,0,3,0,0.0,242,360,0,0,0.0,0.0,2021-05-19T19:15:00Z,1,4,0,0,0,0,37,0,3323,3,0,0.0,1,9,41,32,49,False,0,4,2,,,,,
37,0,0,0,0,0.0,242,374,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,6,0,0,0,0,38,0,3394,0,2,0.0,0,49,94,45,49,True,0,3,2,,,,,
0,0,0,21,1,2.9,245,7,0,0,4.9,9.4,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,1540416,3,0,37.0,6,0,0,0,40,False,0,4,2,,,,,
1,1,2,41,1,58.7,245,15,0,0,9.9,37.8,2021-08-21T11:30:00Z,90,5,0,0,0,0,2,0,2023945,0,2,2.0,11,306651,335638,28987,41,True,0,5,2,,,,,
2,0,0,4,0,14.3,245,23,0,0,1.8,4.0,2021-08-28T16:30:00Z,4,6,0,0,0,0,3,0,2205058,1,1,0.0,1,130949,422275,291326,42,True,0,5,4,,,,,
3,0,0,0,0,0.0,245,36,0,0,0.0,0.0,2021-09-12T15:30:00Z,0,10,0,0,0,0,4,0,1757888,3,0,0.0,0,-463601,181553,645154,41,False,0,4,2,,,,,
4,0,0,20,1,67.1,245,44,0,0,11.9,28.0,2021-09-18T14:00:00Z,90,7,0,0,0,0,5,0,1471824,0,3,24.0,5,-296612,60694,357306,41,True,1,5,2,,,,,
5,0,0,0,0,0.0,245,52,0,0,0.0,0.0,2021-09-25T16:30:00Z,0,3,0,0,0,0,6,0,1554295,3,3,0.0,0,50401,135086,84685,40,False,0,4,2,,,,,
6,0,0,0,0,0.0,245,66,0,0,0.0,0.0,2021-10-03T15:30:00Z,0,12,0,0,0,0,7,0,1472937,2,2,0.0,0,-81348,54741,136089,40,True,0,5,5,,,,,
7,0,0,0,0,0.7,245,80,0,0,0.6,2.8,2021-10-16T11:30:00Z,26,18,0,0,0,0,8,0,1372273,5,0,2.0,1,-105358,33624,138982,40,False,0,4,2,,,,,
8,0,0,0,0,0.0,245,88,0,0,0.0,0.0,2021-10-24T15:30:00Z,0,13,0,0,0,0,9,0,1288761,5,0,0.0,0,-83515,16710,100225,40,False,0,4,4,,,,,
9,0,0,0,0,0.0,245,94,0,0,0.0,0.0,2021-10-30T14:00:00Z,0,4,0,0,0,0,10,0,1192819,2,2,0.0,0,-101653,31642,133295,39,True,0,5,2,,,,,
10,0,0,0,0,0.0,245,110,0,0,0.0,0.0,2021-11-07T16:30:00Z,0,19,0,0,0,0,11,0,1144951,2,3,0.0,0,-54861,21059,75920,39,False,0,4,3,,,,,
11,0,0,25,1,31.3,245,114,0,0,5.2,18.8,2021-11-20T17:30:00Z,90,1,0,0,0,0,12,0,1131733,0,4,2.0,6,-20959,45614,66573,39,True,0,5,4,,,,,
12,0,0,0,0,0.0,245,128,0,0,0.0,0.0,2021-11-27T15:00:00Z,0,16,0,0,0,0,13,0,1118090,0,4,0.0,0,-13994,40309,54303,39,True,0,5,2,,,,,
13,0,0,0,0,0.0,245,132,0,0,0.0,0.0,2021-12-01T20:15:00Z,0,8,0,0,0,0,14,0,1056841,4,1,0.0,0,-61533,14644,76177,38,False,0,4,2,,,,,
14,0,0,0,0,0.0,245,150,0,0,0.0,0.0,2021-12-04T15:00:00Z,0,20,0,0,0,0,15,0,1016110,1,0,0.0,0,-44101,25403,69504,38,False,0,4,3,,,,,
15,0,0,0,0,0.0,245,158,0,0,0.0,0.0,2021-12-11T15:00:00Z,0,2,0,0,0,0,16,0,1020511,0,1,0.0,0,-9100,41849,50949,38,True,0,5,2,,,,,
16,0,0,0,0,0.0,245,169,0,0,0.0,0.0,2021-12-16T20:00:00Z,0,14,0,0,0,0,17,0,966079,1,3,0.0,0,-40393,20998,61391,38,True,0,5,2,,,,,
17,0,0,0,0,0.6,245,177,0,0,0.3,0.2,2021-12-19T16:30:00Z,8,17,0,0,0,0,18,0,964128,2,2,2.0,0,-20979,18916,39895,38,False,1,4,4,,,,,
18,0,0,12,0,54.0,245,197,1,0,7.4,11.8,2021-12-28T20:00:00Z,90,9,0,0,0,0,20,0,1112126,0,1,8.0,2,58083,73514,15431,37,False,0,4,3,,,,,
19,0,0,13,0,20.3,245,203,2,0,3.8,14.8,2022-01-02T16:30:00Z,90,6,0,0,0,0,21,0,1132526,2,2,3.0,1,50014,91320,41306,37,False,0,4,4,,,,,
20,0,0,0,0,0.0,245,214,0,0,0.0,0.0,2022-01-16T14:00:00Z,0,3,0,0,0,0,22,0,1202442,0,3,0.0,0,12233,94206,81973,37,True,0,5,2,,,,,
21,0,0,0,0,0.0,245,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,7,0,0,0,0,23,0,1089519,3,1,0.0,0,-17288,38168,55456,37,False,0,4,2,,,,,
22,0,0,0,0,0.0,245,237,0,0,0.0,0.0,2022-02-10T19:45:00Z,0,9,0,0,0,0,24,0,1063626,0,2,0.0,0,-28184,28052,56236,37,True,0,5,2,,,,,
23,0,0,0,0,0.0,245,242,0,0,0.0,0.0,2022-02-13T14:00:00Z,0,5,0,0,0,0,25,0,1036322,1,0,0.0,0,-31714,24085,55799,37,False,0,4,2,,,,,
24,1,0,23,0,27.9,245,256,1,0,9.8,36.6,2022-02-19T15:00:00Z,90,15,0,0,0,0,26,0,946071,1,3,33.0,5,-61438,18935,80373,37,True,0,5,2,,,,,
25,0,0,0,0,0.0,245,184,0,0,0.0,0.0,2022-02-23T19:45:00Z,0,10,0,0,0,0,26,0,946071,0,6,0.0,0,-61438,18935,80373,37,True,0,5,2,,,,,
26,0,0,0,0,0.0,245,274,0,0,0.0,0.0,2022-03-05T17:30:00Z,0,19,0,0,0,0,28,0,975212,0,1,0.0,0,-4001,31242,35243,37,True,0,5,3,,,,,
27,0,0,0,0,0.0,245,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,4,0,0,0,0,29,0,974658,2,0,0.0,0,2374,41678,39304,37,False,0,4,2,,,,,
28,0,0,0,0,0.0,245,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,1,0,0,0,0,29,0,974658,2,0,0.0,0,2374,41678,39304,37,False,0,4,4,,,,,
29,0,0,0,0,0.0,245,306,0,0,0.0,0.0,2022-04-02T11:30:00Z,0,18,0,0,0,0,31,0,981974,0,2,0.0,0,16705,34528,17823,37,True,0,5,2,,,,,
30,0,0,0,0,0.0,245,316,0,0,0.0,0.0,2022-04-10T15:30:00Z,0,12,0,0,0,0,32,0,987650,2,2,0.0,0,5268,21272,16004,37,False,0,4,5,,,,,
