Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR
0,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2023-08-11T19:00:00Z,0,13,0,0,0,0,1,0,2410,0.0,3,0,0.0,0,0,0,0,40,True,0,2,5
1,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,2,0,0,0,0,3,0,1794,0.0,3,1,0.0,0,-197,0,197,40,True,0,2,3
2,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,1673,0.0,5,2,0.0,0,-127,0,127,40,True,0,2,3
3,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,1562,0.0,1,1,0.0,0,-121,0,121,40,False,0,2,2
4,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2023-09-23T19:00:00Z,0,14,0,0,0,0,6,0,1485,0.0,1,0,0.0,0,-74,0,74,40,True,0,2,3
5,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,15,0,0,0,0,7,0,1417,0.0,0,2,0.0,0,-66,0,66,40,False,0,2,4
6,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,12,0,0,0,0,7,0,1417,0.0,2,1,0.0,0,-66,0,66,40,False,0,2,2
7,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,1351,0.0,4,1,0.0,0,-69,0,69,40,True,0,2,3
8,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,4,0,0,0,0,9,0,1316,0.0,0,3,0.0,0,-43,0,43,40,False,0,2,3
9,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,3,0,0,0,0,10,0,1279,0.0,1,2,0.0,0,-36,0,36,40,False,0,2,2
