Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0,3,0,0.0,666,227,0,0,0.0,0.0,2021-02-07T12:00:00Z,1,18,0,0,0,0,23,0,0,0,2,0.0,1,0,0,0,45,True,0,4,2,23,2020-21,,,,,,Dane_Scarlett
1,1,1,1.0,0,0,0,0,0.0,666,235,0,0,0.0,0.0,2021-02-13T17:30:00Z,0,12,0,0,0,0,24,0,1678,0,3,0.0,0,1330,1635,305,45,False,0,3,5,24,2020-21,,,,,,Dane_Scarlett
2,2,2,2.0,0,0,0,0,0.0,666,247,0,0,0.0,0.0,2021-02-21T12:00:00Z,0,19,0,0,0,0,25,0,1687,1,2,0.0,0,-54,642,696,45,False,0,3,4,25,2020-21,,,,,,Dane_Scarlett
3,3,3,3.0,0,0,0,0,0.0,666,257,0,0,0.0,0.0,2021-02-28T14:00:00Z,0,4,0,0,0,0,26,0,2101,0,4,0.0,0,208,755,547,45,True,0,4,2,26,2020-21,,,,,,Dane_Scarlett
4,4,4,4.0,0,0,0,0,0.0,666,321,0,0,0.0,0.0,2021-03-04T18:00:00Z,0,8,0,0,0,0,26,0,2101,1,0,0.0,0,208,755,547,45,False,0,3,2,26,2020-21,,,,,,Dane_Scarlett
5,5,5,5.0,0,0,0,0,0.0,666,266,0,0,0.0,0.0,2021-03-07T19:15:00Z,0,6,0,0,0,0,27,0,2244,1,4,0.0,0,55,478,423,45,True,0,4,2,27,2020-21,,,,,,Dane_Scarlett
6,6,6,6.0,0,0,0,0,0.0,666,269,0,0,0.0,0.0,2021-03-14T16:30:00Z,0,1,0,0,0,0,28,0,2261,1,2,0.0,0,-96,317,413,45,False,0,3,4,28,2020-21,,,,,,Dane_Scarlett
7,7,7,7.0,0,0,0,0,0.0,666,170,0,0,0.0,0.0,2021-03-21T19:30:00Z,0,2,0,0,0,0,29,0,2237,2,0,0.0,0,-88,242,330,45,False,0,3,3,29,2020-21,,,,,,Dane_Scarlett
8,8,8,8.0,0,0,0,0,0.0,666,296,0,0,0.0,0.0,2021-04-04T13:05:00Z,0,14,0,0,0,0,30,0,2337,2,2,0.0,0,-66,158,224,45,False,0,3,2,30,2020-21,,,,,,Dane_Scarlett
9,9,9,9.0,0,0,0,0,0.0,666,306,0,0,0.0,0.0,2021-04-11T15:30:00Z,0,13,0,0,0,0,31,0,2422,3,1,0.0,0,16,180,164,45,True,0,4,4,31,2020-21,,,,,,Dane_Scarlett
10,10,10,10.0,0,0,0,0,0.0,666,312,0,0,0.0,0.0,2021-04-16T19:00:00Z,0,7,0,0,0,0,32,0,2383,2,2,0.0,0,-97,181,278,45,False,0,3,3,32,2020-21,,,,,,Dane_Scarlett
11,11,11,11.0,0,0,0,0,0.0,666,286,0,0,0.0,0.0,2021-04-21T17:00:00Z,0,16,0,0,0,0,32,0,2383,1,2,0.0,0,-97,181,278,45,True,0,4,2,32,2020-21,,,,,,Dane_Scarlett
12,12,12,12.0,0,0,0,0,0.0,666,337,0,0,0.0,0.0,2021-05-02T18:15:00Z,0,15,0,0,0,0,34,0,2226,0,4,0.0,0,-46,102,148,45,True,0,4,2,34,2020-21,,,,,,Dane_Scarlett
13,13,13,13.0,0,0,0,0,0.0,666,342,0,0,0.0,0.0,2021-05-08T11:30:00Z,0,10,0,0,0,0,35,0,2312,1,3,0.0,0,30,151,121,45,False,0,3,3,35,2020-21,,,,,,Dane_Scarlett
14,14,14,14.0,0,0,0,0,0.0,666,358,0,0,0.0,0.0,2021-05-16T13:05:00Z,0,20,0,0,0,0,36,0,2329,0,2,0.0,0,-38,86,124,45,True,0,4,2,36,2020-21,,,,,,Dane_Scarlett
15,15,15,15.0,0,0,0,0,0.0,666,367,0,0,0.0,0.0,2021-05-19T17:00:00Z,0,2,0,0,0,0,37,0,2394,2,1,0.0,0,30,110,80,45,True,0,4,2,37,2020-21,,,,,,Dane_Scarlett
16,16,16,16.0,0,0,0,0,0.0,666,373,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,9,0,0,0,0,38,0,2461,4,2,0.0,0,35,178,143,45,False,0,3,4,38,2020-21,,,,,,Dane_Scarlett
0,0,0,0.0,0,0,0,0,0.0,520,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,112697,0,1,0.0,0,0,0,0,45,True,0,4,5,1,2021-22,,,,,,Dane_Scarlett
1,1,1,1.0,0,0,0,0,0.0,520,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,20,0,0,0,0,2,0,163397,1,0,0.0,0,17406,34134,16728,45,False,0,3,3,2,2021-22,,,,,,Dane_Scarlett
2,2,2,2.0,0,0,0,0,0.0,520,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,18,0,0,0,0,3,0,171611,0,1,0.0,0,1679,27952,26273,45,True,0,4,2,3,2021-22,,,,,,Dane_Scarlett
3,3,3,3.0,0,0,0,0,0.0,520,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,7,0,0,0,0,4,0,225327,0,3,0.0,0,36084,107656,71572,45,False,0,3,2,4,2021-22,,,,,,Dane_Scarlett
4,4,4,4.0,0,0,0,0,0.0,520,48,0,0,0.0,0.0,2021-09-19T15:30:00Z,0,6,0,0,0,0,5,0,304229,3,0,0.0,0,67569,107567,39998,45,True,0,4,4,5,2021-22,,,,,,Dane_Scarlett
5,5,5,5.0,0,0,0,0,0.0,520,51,0,0,0.0,0.0,2021-09-26T15:30:00Z,0,1,0,0,0,0,6,0,307377,1,3,0.0,0,3770,33490,29720,45,False,0,3,4,6,2021-22,,,,,,Dane_Scarlett
