Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0,0,0,0.0,620,242,0,0,0.0,0.0,2020-02-02T14:00:00Z,0,1,0,0,0,0,25,0,195,0,0,0.0,0,187,200,13,50,True,0,3,3,25,2019-20,,,,,,Josh_Brownhill
1,1,1,1.0,0,0,0,0,0.0,620,259,0,0,0.0,0.0,2020-02-15T12:30:00Z,0,16,0,0,0,0,26,0,352,2,1,0.0,0,119,155,36,50,False,0,3,2,26,2019-20,,,,,,Josh_Brownhill
2,2,2,2.0,0,0,3,0,0.0,620,262,0,0,0.2,2.0,2020-02-22T15:00:00Z,1,3,0,0,0,0,27,0,351,0,3,0.0,1,-26,36,62,50,True,0,3,2,27,2019-20,,,,,,Josh_Brownhill
3,3,3,3.0,0,0,0,0,0.0,620,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,13,0,0,0,0,28,0,356,0,0,0.0,0,-13,21,34,49,False,0,3,2,28,2019-20,,,,,,Josh_Brownhill
4,4,4,4.0,0,0,0,0,0.0,620,282,0,0,0.0,0.0,2020-03-07T17:30:00Z,0,17,0,0,0,0,29,0,336,1,1,0.0,0,-31,19,50,49,True,0,3,3,29,2019-20,,,,,,Josh_Brownhill
5,5,5,5.0,0,0,4,0,1.3,620,295,5,0,0.4,0.8,2020-06-22T19:00:00Z,90,11,0,0,0,0,39,0,401,0,5,2.0,1,18,135,117,48,False,1,3,4,39,2019-20,,,,,,Josh_Brownhill
6,6,6,6.0,0,0,5,1,4.3,620,301,0,0,1.8,5.6,2020-06-25T17:00:00Z,90,18,0,0,0,0,40,0,424,0,1,8.0,3,2,24,22,48,True,0,3,2,40,2019-20,,,,,,Josh_Brownhill
7,7,7,7.0,0,0,13,1,14.3,620,315,0,0,3.4,15.6,2020-06-29T19:00:00Z,90,7,0,0,0,0,41,0,478,1,0,4.0,3,30,65,35,48,False,0,3,3,41,2019-20,,,,,,Josh_Brownhill
8,8,8,8.0,0,0,16,0,2.3,620,321,1,0,1.2,9.8,2020-07-05T11:00:00Z,90,15,0,0,0,0,42,0,634,1,1,0.0,2,134,184,50,48,True,0,3,3,42,2019-20,,,,,,Josh_Brownhill
9,9,9,9.0,0,0,17,1,3.3,620,340,0,0,2.4,16.8,2020-07-08T17:00:00Z,90,19,0,0,0,0,43,0,688,1,0,4.0,3,59,101,42,48,False,0,3,2,43,2019-20,,,,,,Josh_Brownhill
