Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,player
0,0,0,0.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,9,0,0,0,0,1,0,0,0,2,2,0.0,0,0,0,0,40,False,0,4,2,1,2022-23,Luke_Chambers
1,1,1,1.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2022-08-15T19:00:00Z,0,7,0,0,0,0,2,0,2381,0,1,1,0.0,0,460,572,112,40,True,0,4,2,2,2022-23,Luke_Chambers
2,2,2,2.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,4348,0,1,2,0.0,0,322,889,567,40,False,0,4,4,3,2022-23,Luke_Chambers
3,3,3,3.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,3,0,0,0,0,4,0,5463,0,0,9,0.0,0,-132,623,755,40,True,0,4,2,4,2022-23,Luke_Chambers
4,4,4,4.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2022-08-31T19:00:00Z,0,15,0,0,0,0,5,0,6076,0,1,2,0.0,0,-276,463,739,40,True,0,4,3,5,2022-23,Luke_Chambers
5,5,5,5.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2022-09-03T11:30:00Z,0,8,0,0,0,0,6,0,7004,0,0,0,0.0,0,-103,621,724,40,False,0,4,2,6,2022-23,Luke_Chambers
6,6,6,6.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,5,0,0,0,0,9,0,8836,0,3,3,0.0,0,4,364,360,40,True,0,4,3,9,2022-23,Luke_Chambers
7,7,7,7.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,1,0,0,0,0,10,0,9373,0,2,3,0.0,0,44,458,414,40,False,0,4,4,10,2022-23,Luke_Chambers
8,8,8,8.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,106,0,0,0.0,0.0,2022-10-16T15:30:00Z,0,13,0,0,0,0,11,0,9660,0,0,1,0.0,0,-72,328,400,40,True,0,4,5,11,2022-23,Luke_Chambers
9,9,9,9.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,19,0,0,0,0,12,0,9842,0,0,1,0.0,0,-103,189,292,40,True,0,4,2,12,2022-23,Luke_Chambers
10,10,10,10.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,16,0,0,0,0,13,0,9909,0,0,1,0.0,0,-55,180,235,40,False,0,4,2,13,2022-23,Luke_Chambers
11,11,11,11.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,11,0,0,0,0,14,0,10068,0,2,1,0.0,0,-100,203,303,40,True,0,4,2,14,2022-23,Luke_Chambers
