Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,player
0,0,0,0.0,0,0,0,0,0.0,650,167,0,0,0.0,0.0,2021-12-14T19:45:00Z,0,15,0,0,0,0,17,0,0,2,0,0.0,0,0,0,0,40,False,0,2,2,17,2021-22,,,,,,Filip_Marschall
1,1,1,1.0,0,0,0,0,0.0,650,181,0,0,0.0,0.0,2021-12-26T17:30:00Z,0,6,0,0,0,0,19,0,788,3,1,0.0,0,103,173,70,40,True,0,2,4,19,2021-22,,,,,,Filip_Marschall
2,2,2,2.0,0,0,0,0,0.0,650,202,0,0,0.0,0.0,2022-01-02T14:00:00Z,0,3,0,0,0,0,21,0,659,1,2,0.0,0,86,153,67,40,False,0,2,2,21,2021-22,,,,,,Filip_Marschall
3,3,3,3.0,0,0,0,0,0.0,650,211,0,0,0.0,0.0,2022-01-15T17:30:00Z,0,13,0,0,0,0,22,0,767,2,2,0.0,0,25,127,102,40,True,0,2,3,22,2021-22,,,,,,Filip_Marschall
4,4,4,4.0,0,0,0,0,0.0,650,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,8,0,0,0,0,23,0,731,1,0,0.0,0,3,55,52,40,False,0,2,2,23,2021-22,,,,,,Filip_Marschall
5,5,5,5.0,0,0,0,0,0.0,650,231,0,0,0.0,0.0,2022-02-09T20:00:00Z,0,10,0,0,0,0,24,0,823,3,3,0.0,0,47,90,43,40,True,0,2,2,24,2021-22,,,,,,Filip_Marschall
6,6,6,6.0,0,0,0,0,0.0,650,247,0,0,0.0,0.0,2022-02-13T14:00:00Z,0,14,0,0,0,0,25,0,754,0,1,0.0,0,-60,3,63,40,False,0,2,3,25,2021-22,,,,,,Filip_Marschall
7,7,7,7.0,0,0,0,0,0.0,650,252,0,0,0.0,0.0,2022-02-19T15:00:00Z,0,18,0,0,0,0,26,0,675,1,0,0.0,0,-71,0,71,40,True,0,2,2,26,2021-22,,,,,,Filip_Marschall
8,8,8,8.0,0,0,0,0,0.0,650,263,0,0,0.0,0.0,2022-02-26T15:30:00Z,0,4,0,0,0,0,27,0,636,2,0,0.0,0,-43,0,43,40,False,0,2,2,27,2021-22,,,,,,Filip_Marschall
9,9,9,9.0,0,0,0,0,0.0,650,271,0,0,0.0,0.0,2022-03-05T15:00:00Z,0,16,0,0,0,0,28,0,611,0,4,0.0,0,-31,0,31,40,True,0,2,2,28,2021-22,,,,,,Filip_Marschall
