,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,9,0,0,0,0,1,0,19524,0,2,2,0.0,0,0,0,0,40,False,0,4,2,1
1,1,1,1,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2022-08-15T19:00:00Z,0,7,0,0,0,0,2,0,25245,0,1,1,0.0,0,-896,2379,3275,40,True,0,4,2,2
2,2,2,2,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,29008,0,1,2,0.0,0,-45,3545,3590,40,False,0,4,4,3
3,3,3,3,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,3,0,0,0,0,4,0,31453,0,0,9,0.0,0,-248,3365,3613,40,True,0,4,2,4
4,4,4,4,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2022-08-31T19:00:00Z,0,15,0,0,0,0,5,0,30652,0,1,2,0.0,0,-2027,1312,3339,40,True,0,4,3,5
5,5,5,5,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2022-09-03T11:30:00Z,0,8,0,0,0,0,6,0,24515,0,0,0,0.0,0,-6154,87,6241,40,False,0,4,2,6
6,6,6,6,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,5,0,0,0,0,9,0,20443,0,3,3,0.0,0,-1117,0,1117,40,True,0,4,3,9
7,7,7,7,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,1,0,0,0,0,10,0,19628,0,2,3,0.0,0,-812,0,812,40,False,0,4,4,10
8,8,8,8,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,106,0,0,0.0,0.0,2022-10-16T15:30:00Z,0,13,0,0,0,0,11,0,19110,0,0,1,0.0,0,-524,0,524,40,True,0,4,5,11
9,9,9,9,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,19,0,0,0,0,12,0,18362,0,0,1,0.0,0,-484,0,484,40,True,0,4,2,12
10,10,10,10,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,16,0,0,0,0,13,0,18332,0,0,1,0.0,0,-336,0,336,40,False,0,4,2,13
11,11,11,11,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,11,0,0,0,0,14,0,17965,0,2,1,0.0,0,-374,0,374,40,True,0,4,2,14
12,12,12,12,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2022-11-06T16:30:00Z,0,18,0,0,0,0,15,0,17604,0,2,1,0.0,0,-351,0,351,40,False,0,4,4,15
13,13,13,13,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,17,0,0,0,0,16,0,17298,0,1,3,0.0,0,-316,0,316,40,True,0,4,2,16
14,14,14,14,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,162,0,0,0.0,0.0,2022-12-26T17:30:00Z,0,2,0,0,0,0,17,0,16397,0,3,1,0.0,0,-916,0,916,40,False,0,4,2,17
15,15,15,15,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2022-12-30T20:00:00Z,0,10,0,0,0,0,18,0,16244,0,1,2,0.0,0,-152,0,152,40,True,0,4,3,18
16,16,16,16,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,183,0,0,0.0,0.0,2023-01-02T17:30:00Z,0,4,0,0,0,0,19,0,16120,0,1,3,0.0,0,-124,0,124,40,False,0,4,3,19
17,17,17,17,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,193,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,5,0,0,0,0,20,0,15954,0,0,3,0.0,0,-161,0,161,40,False,0,4,3,20
18,18,18,18,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,6,0,0,0,0,21,0,15775,0,0,0,0.0,0,-185,0,185,40,True,0,4,3,21
19,19,19,19,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,20,0,0,0,0,22,0,15574,0,0,3,0.0,0,-194,0,194,40,False,0,4,2,22
20,20,20,20,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,227,0,0,0.0,0.0,2023-02-13T20:00:00Z,0,8,0,0,0,0,23,0,15479,0,0,2,0.0,0,-102,0,102,40,True,0,4,2,23
21,21,21,21,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,237,0,0,0.0,0.0,2023-02-18T17:30:00Z,0,15,0,0,0,0,24,0,15398,0,2,0,0.0,0,-86,0,86,40,False,0,4,4,24
22,22,22,22,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,242,0,0,0.0,0.0,2023-02-25T19:45:00Z,0,7,0,0,0,0,25,0,15235,0,0,0,0.0,0,-125,0,125,40,False,0,4,2,25
23,23,23,23,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2023-03-01T20:00:00Z,0,20,0,0,0,0,25,0,15235,0,0,2,0.0,0,-125,0,125,40,True,0,4,2,25
24,24,24,24,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,256,0,0,0.0,0.0,2023-03-05T16:30:00Z,0,14,0,0,0,0,26,0,15196,0,0,7,0.0,0,-76,0,76,40,True,0,4,3,26
25,25,25,25,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,261,0,0,0.0,0.0,2023-03-11T12:30:00Z,0,3,0,0,0,0,27,0,15103,0,0,1,0.0,0,-91,0,91,40,False,0,4,2,27
26,26,26,26,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,287,0,0,0.0,0.0,2023-04-01T11:30:00Z,0,13,0,0,0,0,29,0,14977,0,1,4,0.0,0,-62,0,62,40,False,0,4,5,29
27,27,27,27,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-04-04T19:00:00Z,0,6,0,0,0,0,29,0,14977,0,0,0,0.0,0,-62,0,62,40,False,0,4,4,29
